Name,Measure Info,Geo Place Name,Unnamed: 8,,Data Value,Zip Code,Borough
Nitrogen dioxide (NO2),ppb,Jamaica,,,17.87,11432,Queens
Nitrogen dioxide (NO2),ppb,Jamaica,,,17.26,11432,Queens
Nitrogen dioxide (NO2),ppb,Jamaica,,,22.45,11432,Queens
Nitrogen dioxide (NO2),ppb,Jamaica,,,13.11,11432,Queens
Nitrogen dioxide (NO2),ppb,Canarsie - Flatlands,,,21.17469782,11236,Brooklyn
Nitrogen dioxide (NO2),ppb,South Bronx,,,16.36,10455,Bronx
Nitrogen dioxide (NO2),ppb,South Bronx,,,24.29,10455,Bronx
Nitrogen dioxide (NO2),ppb,South Bronx,,,20.69,10455,Bronx
Nitrogen dioxide (NO2),ppb,Coney Island (CD13),,,8.914378523,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Sheepshead Bay (CD15),,,18.67,11235,Brooklyn
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,9.959880539,11427,Queens
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,17.39,11427,Queens
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,14.35,11427,Queens
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,14.63,11427,Queens
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,16.21,11427,Queens
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,20.08999115,11427,Queens
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,21.13,11427,Queens
Ozone (O3),ppb,Queens Village (CD13),,,34.43,11427,Queens
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,16.19,11427,Queens
Nitrogen dioxide (NO2),ppb,Queens Village (CD13),,,15.36,11427,Queens
Fine particles (PM 2.5),mcg/m3,Bayside - Little Neck,,,6.483274289,11361,Queens
Fine particles (PM 2.5),mcg/m3,Sunset Park (CD7),,,9.66,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Upper West Side (CD7),,,7.006053998,10024,Manhattan
Fine particles (PM 2.5),mcg/m3,Rockaway and Broad Channel (CD14),,,5.544136503,11693,Queens
Fine particles (PM 2.5),mcg/m3,Rockaway and Broad Channel (CD14),,,7.36,11693,Queens
Fine particles (PM 2.5),mcg/m3,Pelham - Throgs Neck,,,7.246513807,10465,Bronx
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,7.6181679,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,5.795551825,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,6.59,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,6.18,10307,Staten Island
Boiler Emissions- Total SO2 Emissions,number,East New York,,,0.1,11207,Brooklyn
Boiler Emissions- Total SO2 Emissions,number,South Beach - Tottenville,,,0,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,5.641128028,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,20.46,11434,Queens
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,12.04,11434,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,20.96,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,12.56,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,15.04427297,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,18.15226975,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,20.2,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,20.62,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,13.18,11365,Queens
Nitrogen dioxide (NO2),ppb,Sunset Park,,,17.13,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Sunset Park,,,16.77,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Sunset Park,,,19.67,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Southeast Queens,,,16.16,11434,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,10.19669042,11365,Queens
Ozone (O3),ppb,Southeast Queens,,,31.79,11434,Queens
Ozone (O3),ppb,Southeast Queens,,,31.45354126,11434,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,16.24,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,16.81,11365,Queens
Nitrogen dioxide (NO2),ppb,Bayside Little Neck-Fresh Meadows,,,21.62,11365,Queens
Nitrogen dioxide (NO2),ppb,Crown Heights and Prospect Heights (CD8),,,22.84,11238,Brooklyn
Nitrogen dioxide (NO2),ppb,Hillcrest and Fresh Meadows (CD8),,,23.58,11366,Queens
Nitrogen dioxide (NO2),ppb,Rego Park and Forest Hills (CD6),,,14.49,11374,Queens
Nitrogen dioxide (NO2),ppb,Rego Park and Forest Hills (CD6),,,23.94,11374,Queens
Nitrogen dioxide (NO2),ppb,Rego Park and Forest Hills (CD6),,,19.31,11374,Queens
Nitrogen dioxide (NO2),ppb,Rego Park and Forest Hills (CD6),,,20.79899333,11374,Queens
Nitrogen dioxide (NO2),ppb,Hillcrest and Fresh Meadows (CD8),,,19.80003203,11366,Queens
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,8.77,11238,Brooklyn
Fine particles (PM 2.5),mcg/m3,Rego Park and Forest Hills (CD6),,,7.96,11374,Queens
Fine particles (PM 2.5),mcg/m3,Rego Park and Forest Hills (CD6),,,8.05,11374,Queens
Nitrogen dioxide (NO2),ppb,Crown Heights and Prospect Heights (CD8),,,29.77,11238,Brooklyn
Nitrogen dioxide (NO2),ppb,Crown Heights and Prospect Heights (CD8),,,18.19,11238,Brooklyn
Nitrogen dioxide (NO2),ppb,Stuyvesant Town and Turtle Bay (CD6),,,24.48,10009,Manhattan
Fine particles (PM 2.5),mcg/m3,Rego Park and Forest Hills (CD6),,,6.60710926,11374,Queens
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,10.4,11238,Brooklyn
Fine particles (PM 2.5),mcg/m3,Crown Heights and Prospect Heights (CD8),,,10.31,11238,Brooklyn
Nitrogen dioxide (NO2),ppb,Park Slope and Carroll Gardens (CD6),,,23.39786453,11215,Brooklyn
Nitrogen dioxide (NO2),ppb,Crown Heights and Prospect Heights (CD8),,,27.98,11238,Brooklyn
Nitrogen dioxide (NO2),ppb,Rego Park and Forest Hills (CD6),,,12.97,11374,Queens
Nitrogen dioxide (NO2),ppb,Rego Park and Forest Hills (CD6),,,24.87,11374,Queens
Nitrogen dioxide (NO2),ppb,Rego Park and Forest Hills (CD6),,,16.40970406,11374,Queens
Nitrogen dioxide (NO2),ppb,Hillcrest and Fresh Meadows (CD8),,,13.5,11366,Queens
Nitrogen dioxide (NO2),ppb,Hillcrest and Fresh Meadows (CD8),,,12.53,11366,Queens
Nitrogen dioxide (NO2),ppb,Hillcrest and Fresh Meadows (CD8),,,22.21,11366,Queens
Fine particles (PM 2.5),mcg/m3,Clinton and Chelsea (CD4),,,9.14,10001,Manhattan
Fine particles (PM 2.5),mcg/m3,Hillcrest and Fresh Meadows (CD8),,,7.01,11366,Queens
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,10.64357212,11385,Queens
Nitrogen dioxide (NO2),ppb,Willowbrook,,,8.26877671,10314,Staten Island
Nitrogen dioxide (NO2),ppb,Crown Heights and Prospect Heights (CD8),,,22.25,11238,Brooklyn
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,20.38,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,19.48,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,29.44,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Borough Park (CD12),,,30.42,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Borough Park (CD12),,,21.82,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,South Ozone Park and Howard Beach (CD10),,,14.63706828,11420,Queens
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,18.08,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,18.06,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Borough Park (CD12),,,19.15,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Central Harlem (CD10),,,25.82,,
Nitrogen dioxide (NO2),ppb,Williamsbridge and Baychester (CD12),,,14.07,,
Nitrogen dioxide (NO2),ppb,Williamsbridge and Baychester (CD12),,,20.61,,
Nitrogen dioxide (NO2),ppb,Jamaica and Hollis (CD12),,,22.56,11423,Queens
Nitrogen dioxide (NO2),ppb,Jamaica and Hollis (CD12),,,13.19,11423,Queens
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,15.24,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,16.03,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Borough Park (CD12),,,17,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Borough Park (CD12),,,16.33,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Central Harlem (CD10),,,22.27,,
Nitrogen dioxide (NO2),ppb,Williamsbridge and Baychester (CD12),,,16.93,,
Nitrogen dioxide (NO2),ppb,Jamaica and Hollis (CD12),,,17.79,11423,Queens
Nitrogen dioxide (NO2),ppb,Jamaica and Hollis (CD12),,,17.63,11423,Queens
Nitrogen dioxide (NO2),ppb,Jamaica and Hollis (CD12),,,19.4944245,11423,Queens
Fine particles (PM 2.5),mcg/m3,Throgs Neck and Co-op City (CD10),,,7.51,10475,Bronx
Fine particles (PM 2.5),mcg/m3,Bay Ridge and Dyker Heights (CD10),,,12.46,11209,Brooklyn
Fine particles (PM 2.5),mcg/m3,Williamsbridge and Baychester (CD12),,,8.27,,
Fine particles (PM 2.5),mcg/m3,Jamaica and Hollis (CD12),,,7.4,11423,Queens
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,28.35,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Bay Ridge and Dyker Heights (CD10),,,23.61,11209,Brooklyn
Nitrogen dioxide (NO2),ppb,Borough Park (CD12),,,30.04,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Upper East Side (CD8),,,22.19,,
Nitrogen dioxide (NO2),ppb,Elmhurst and Corona (CD4),,,33.08,,
Nitrogen dioxide (NO2),ppb,Elmhurst and Corona (CD4),,,22.96,,
Nitrogen dioxide (NO2),ppb,Elmhurst and Corona (CD4),,,22.82,,
Nitrogen dioxide (NO2),ppb,Bushwick (CD4),,,17.51225886,11221,Brooklyn
Nitrogen dioxide (NO2),ppb,Elmhurst and Corona (CD4),,,21.39,,
Nitrogen dioxide (NO2),ppb,Elmhurst and Corona (CD4),,,21.41,,
Nitrogen dioxide (NO2),ppb,Jackson Heights (CD3),,,21.16019598,11372,Queens
Nitrogen dioxide (NO2),ppb,Elmhurst and Corona (CD4),,,20.2,,
Nitrogen dioxide (NO2),ppb,Elmhurst and Corona (CD4),,,19.38,,
Nitrogen dioxide (NO2),ppb,Elmhurst and Corona (CD4),,,19.94,,
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant (CD3),,,19.99,,
Nitrogen dioxide (NO2),ppb,Tottenville and Great Kills (CD3),,,11.64,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Tottenville and Great Kills (CD3),,,20.41,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Tottenville and Great Kills (CD3),,,10.81,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Tottenville and Great Kills (CD3),,,11.42,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,Morrisania and Crotona (CD3),,,7.87,10456,Bronx
Fine particles (PM 2.5),mcg/m3,Bushwick (CD4),,,8.82,11221,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bushwick (CD4),,,6.871332323,11221,Brooklyn
Fine particles (PM 2.5),mcg/m3,Jackson Heights (CD3),,,8.43,11372,Queens
Fine particles (PM 2.5),mcg/m3,Elmhurst and Corona (CD4),,,12.67,,
Fine particles (PM 2.5),mcg/m3,East Flatbush (CD17),,,7.49,11203,Brooklyn
Fine particles (PM 2.5),mcg/m3,Highbridge and Concourse (CD4),,,6.621893635,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Bushwick (CD4),,,7.060204773,11221,Brooklyn
Fine particles (PM 2.5),mcg/m3,Jackson Heights (CD3),,,11.61,11372,Queens
Fine particles (PM 2.5),mcg/m3,Elmhurst and Corona (CD4),,,11.6,,
Fine particles (PM 2.5),mcg/m3,Tottenville and Great Kills (CD3),,,6.501186679,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,Tottenville and Great Kills (CD3),,,11.27,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,Tottenville and Great Kills (CD3),,,10.99,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Tottenville and Great Kills (CD3),,,5.085557968,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Tottenville and Great Kills (CD3),,,8.03,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Tottenville and Great Kills (CD3),,,7.59,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Tottenville and Great Kills (CD3),,,11.44,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Financial District (CD1),,,30.4,10005,Manhattan
Nitrogen dioxide (NO2),ppb,Fort Greene and Brooklyn Heights (CD2),,,27.38,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Fort Greene and Brooklyn Heights (CD2),,,18.80308105,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Fort Greene and Brooklyn Heights (CD2),,,23.53270216,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,South Beach and Willowbrook (CD2),,,13.19,10305,Staten Island
Nitrogen dioxide (NO2),ppb,St. George and Stapleton (CD1),,,16.07,10301,Staten Island
Nitrogen dioxide (NO2),ppb,St. George and Stapleton (CD1),,,16.86,10301,Staten Island
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,14.51,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,11.49,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,9.76,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Fort Greene and Brooklyn Heights (CD2),,,10.03,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Long Island City and Astoria (CD1),,,13.06,11106,Queens
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,12.85,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,12.38,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,7.413674015,10455,Bronx
Fine particles (PM 2.5),mcg/m3,St. George and Stapleton (CD1),,,7.87,10301,Staten Island
Nitrogen dioxide (NO2),ppb,South Beach and Willowbrook (CD2),,,12.84,10305,Staten Island
Nitrogen dioxide (NO2),ppb,Greenwich Village and Soho (CD2),,,23.44,10014,Manhattan
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,21.51,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Fort Greene and Brooklyn Heights (CD2),,,18.53568195,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,South Beach and Willowbrook (CD2),,,18.74,10305,Staten Island
Fine particles (PM 2.5),mcg/m3,Mott Haven and Melrose (CD1),,,8.05,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,11.13,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,11.22,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,9.30273131,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Fort Greene and Brooklyn Heights (CD2),,,7.360701245,11201,Brooklyn
Fine particles (PM 2.5),mcg/m3,Long Island City and Astoria (CD1),,,10.83,11106,Queens
Fine particles (PM 2.5),mcg/m3,Financial District (CD1),,,10.98,10005,Manhattan
Fine particles (PM 2.5),mcg/m3,St. George and Stapleton (CD1),,,6.335447406,10301,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach and Willowbrook (CD2),,,6.89,10305,Staten Island
Nitrogen dioxide (NO2),ppb,Brownsville (CD16),,,21.72063225,11212,Brooklyn
Nitrogen dioxide (NO2),ppb,Midtown (CD5),,,29.186725,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,Brownsville (CD16),,,7.62,11212,Brooklyn
Fine particles (PM 2.5),mcg/m3,Fordham and University Heights (CD5),,,9.01,10453,Bronx
Nitrogen dioxide (NO2),ppb,Brownsville (CD16),,,25.7,11212,Brooklyn
Nitrogen dioxide (NO2),ppb,Brownsville (CD16),,,15.94249185,11212,Brooklyn
Nitrogen dioxide (NO2),ppb,Midtown (CD5),,,25.46363511,10019,Manhattan
Fine particles (PM 2.5),mcg/m3,Fordham and University Heights (CD5),,,7.212346386,10453,Bronx
Fine particles (PM 2.5),mcg/m3,East New York and Starrett City (CD5),,,7.02,11239,Brooklyn
Fine particles (PM 2.5),mcg/m3,Brownsville (CD16),,,6.761644117,11212,Brooklyn
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,13.2,10019,Manhattan
Nitrogen dioxide (NO2),ppb,Brownsville (CD16),,,17.43709819,11212,Brooklyn
Fine particles (PM 2.5),mcg/m3,Midtown (CD5),,,10.94066729,10019,Manhattan
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,17.53,11414,Queens
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,17.75,11414,Queens
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,22.91,11414,Queens
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,12.77,11414,Queens
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,21.28584552,11414,Queens
Fine particles (PM 2.5),mcg/m3,Brownsville (CD16),,,5.757663772,11212,Brooklyn
Nitrogen dioxide (NO2),ppb,Brownsville (CD16),,,13.22,11212,Brooklyn
Nitrogen dioxide (NO2),ppb,Brownsville (CD16),,,25.7,11212,Brooklyn
Nitrogen dioxide (NO2),ppb,Ridgewood and Maspeth (CD5),,,13.77,11385,Queens
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,19.65,11414,Queens
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,29.53,11414,Queens
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,17.95,11414,Queens
Nitrogen dioxide (NO2),ppb,Northeast Bronx,,,17.94,10466,Bronx
Nitrogen dioxide (NO2),ppb,Northeast Bronx,,,17.16,10466,Bronx
Nitrogen dioxide (NO2),ppb,Northeast Bronx,,,14.6,10466,Bronx
Nitrogen dioxide (NO2),ppb,Chelsea - Clinton,,,24.97,10011,Manhattan
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,17.8,11414,Queens
Nitrogen dioxide (NO2),ppb,Southwest Queens,,,19.37814707,11414,Queens
Nitrogen dioxide (NO2),ppb,Fresh Meadows,,,17.34,11366,Queens
Nitrogen dioxide (NO2),ppb,Fresh Meadows,,,20.03329582,11366,Queens
Nitrogen dioxide (NO2),ppb,Northeast Bronx,,,16.25,10466,Bronx
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,23.51,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,22.12,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,28.71,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,18.96,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,19.2,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Morris Park and Bronxdale (CD11),,,27.27,10461,Bronx
Nitrogen dioxide (NO2),ppb,Morris Park and Bronxdale (CD11),,,18.97,10461,Bronx
Nitrogen dioxide (NO2),ppb,Bayside and Little Neck (CD11),,,17.21,11364,Queens
Nitrogen dioxide (NO2),ppb,Bayside and Little Neck (CD11),,,16.82,11364,Queens
Nitrogen dioxide (NO2),ppb,Bayside and Little Neck (CD11),,,14.16573829,11364,Queens
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,20.8,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,20.55,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,17.18,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,17.26,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Morningside Heights and Hamilton Heights (CD9),,,21.53274518,10027,Manhattan
Nitrogen dioxide (NO2),ppb,Morris Park and Bronxdale (CD11),,,17.59,10461,Bronx
Nitrogen dioxide (NO2),ppb,Morris Park and Bronxdale (CD11),,,18.45,10461,Bronx
Nitrogen dioxide (NO2),ppb,Bayside and Little Neck (CD11),,,15.75,11364,Queens
Nitrogen dioxide (NO2),ppb,Bayside and Little Neck (CD11),,,16.38,11364,Queens
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,18.77,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,18.49,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,15.26,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,14.18,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Morris Park and Bronxdale (CD11),,,16.52,10461,Bronx
Nitrogen dioxide (NO2),ppb,Bayside and Little Neck (CD11),,,10.2155364,11364,Queens
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,13.36,10461,Bronx
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,12.77,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,8.64,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,10.84,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,Parkchester and Soundview (CD9),,,6.67587762,10472,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,11.77,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,11.32,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,6.422725796,10461,Bronx
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,11.4,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,11.82,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bayside and Little Neck (CD11),,,11.25,11364,Queens
Fine particles (PM 2.5),mcg/m3,Bayside and Little Neck (CD11),,,10.99,11364,Queens
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,27.72,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,15.89,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Morningside Heights and Hamilton Heights (CD9),,,29.49,10027,Manhattan
Nitrogen dioxide (NO2),ppb,Morris Park and Bronxdale (CD11),,,28.25,10461,Bronx
Nitrogen dioxide (NO2),ppb,Kew Gardens and Woodhaven (CD9),,,16.06,11415,Queens
Nitrogen dioxide (NO2),ppb,Bayside and Little Neck (CD11),,,25.44,11364,Queens
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,10.17,10461,Bronx
Fine particles (PM 2.5),mcg/m3,Morris Park and Bronxdale (CD11),,,10.12,10461,Bronx
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,10.18,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,10.28,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Crown Heights and Lefferts Gardens (CD9),,,7.13,11225,Brooklyn
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,14.49,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,Morningside Heights and Hamilton Heights (CD9),,,9.75,10027,Manhattan
Fine particles (PM 2.5),mcg/m3,Kew Gardens and Woodhaven (CD9),,,8.82,11415,Queens
Fine particles (PM 2.5),mcg/m3,Bayside and Little Neck (CD11),,,12.11,11364,Queens
Fine particles (PM 2.5),mcg/m3,Bayside and Little Neck (CD11),,,9.86,11364,Queens
Fine particles (PM 2.5),mcg/m3,Bayside and Little Neck (CD11),,,7.01,11364,Queens
Nitrogen dioxide (NO2),ppb,Bayside and Little Neck (CD11),,,25.76,11364,Queens
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,25.26,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,27.43,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,South Crown Heights and Lefferts Gardens (CD9),,,14.06,11225,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst (CD11),,,24.7,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Financial District (CD1),,,23.01,10005,Manhattan
Nitrogen dioxide (NO2),ppb,Greenwich Village and Soho (CD2),,,22.5,10014,Manhattan
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,19.2,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,29.38,11222,Brooklyn
Fine particles (PM 2.5),mcg/m3,St. George and Stapleton (CD1),,,7.03,10301,Staten Island
